UniqueID,descriptiveLine,copyNumber,creditLine,historicalContextNote,objectHistoryNote,object,summary,productionNote,recordCreationDate,uniqueID,physicalDescription,materialsTechniques,dimensionsNote,imageResolution,contentDescription,recordModificationDate,museumNumber,aspects: item_count,images: item_count,objectNumber: item_count,collectionCode,productionType
O1473340,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473339,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473338,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473337,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473336,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473335,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473334,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473333,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473332,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473331,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473330,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473329,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473328,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473327,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473326,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473325,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473324,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473323,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473322,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473321,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473320,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473319,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473318,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473317,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473316,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473315,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473314,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473313,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473312,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473311,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473310,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473309,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473308,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473307,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473306,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473305,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473304,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473303,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473302,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473301,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473300,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473299,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473298,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473297,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473296,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473295,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473294,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473293,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473292,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473291,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473290,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473289,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473288,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473287,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473286,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473285,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473284,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473283,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473282,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473281,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473280,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473279,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473278,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473277,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,1,1,3,0
O1473276,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473275,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473274,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,1,1,3,0
O1473273,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,1,1,3,0
O1473272,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473271,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473270,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,1,1,3,0
O1473269,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,1,1,3,0
O1473268,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,1,1,3,0
O1473267,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473266,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,1,1,3,0
O1473265,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473264,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473263,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473262,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473261,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473260,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473259,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473258,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473257,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473256,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473255,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473254,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473253,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473252,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473251,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473250,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473249,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,13,1,0,1,3,0
O1473248,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473247,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473246,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473245,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
O1473244,37,0,0,0,0,21,0,0,10,8,0,0,0,3,0,10,12,1,0,1,3,0
