UniqueID,descriptiveLine,copyNumber,creditLine,historicalContextNote,objectHistoryNote,object,summary,productionNote,recordCreationDate,uniqueID,physicalDescription,materialsTechniques,dimensionsNote,imageResolution,contentDescription,recordModificationDate,museumNumber,aspects: item_count,images: item_count,objectNumber: item_count,collectionCode,productionType
O1503978,29,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503976,31,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503975,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503974,36,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503973,31,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503972,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503970,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503971,32,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503969,29,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503968,98,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503965,23,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503966,53,0,0,0,146,6,0,0,10,8,163,50,0,0,0,10,11,1,0,1,3,0
O1503967,47,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503964,36,0,22,0,0,8,0,0,10,8,25,0,0,3,0,10,13,1,0,1,4,0
O1503963,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503962,53,0,0,0,146,6,0,0,10,8,163,50,0,0,0,10,11,1,0,1,3,0
O1503961,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503960,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503959,44,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503958,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503957,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503956,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503955,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503954,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503951,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503945,59,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503938,145,0,0,0,0,4,0,0,10,8,0,0,0,0,0,10,14,1,3,1,3,0
O1503941,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503940,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503939,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503937,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503936,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503926,182,0,0,0,45,4,0,0,10,8,0,0,0,0,0,10,11,1,2,1,3,0
O1503935,55,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503934,51,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503933,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503931,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503930,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503929,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503928,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503927,53,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503925,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503924,133,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503923,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503916,85,0,0,0,45,4,0,0,10,8,0,0,0,0,0,10,11,1,3,1,3,0
O1503922,31,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503921,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503920,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503902,185,0,27,0,0,14,1576,0,10,8,131,15,0,3,0,10,9,1,0,1,3,0
O1503919,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503918,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503917,31,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503881,105,0,0,431,119,4,0,0,10,8,0,0,0,3,0,10,9,1,3,1,3,0
O1503915,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503914,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503913,40,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503912,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503911,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503910,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503909,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503908,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503907,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503906,31,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503905,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503904,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503903,54,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503901,51,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503900,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503899,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503898,51,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503897,32,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503896,53,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503895,32,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503894,51,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503893,51,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503892,50,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503891,32,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503890,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503889,45,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503888,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503887,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503886,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503885,55,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503884,36,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503883,45,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503882,38,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503880,38,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503879,118,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503878,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503877,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503876,142,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503875,50,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503874,50,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503873,50,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503872,50,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503871,51,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503870,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503869,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503868,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503867,45,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503866,45,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503865,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503864,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503863,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503862,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503861,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503860,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503859,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503858,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503857,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503856,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503855,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503854,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503853,48,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503852,48,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503851,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503850,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503849,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503848,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503847,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503846,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503845,49,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503844,48,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503843,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503842,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503841,46,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,8,1,0,1,4,0
O1503840,50,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503839,36,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503838,44,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503837,36,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503836,45,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503835,45,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503833,45,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,6,1,0,1,4,0
O1503831,181,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503830,34,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503829,38,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503828,47,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503827,47,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503826,47,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503825,47,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503824,47,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503823,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503822,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503821,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503820,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503819,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503818,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503817,31,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503816,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503815,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503814,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503813,49,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503812,49,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503811,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503810,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503809,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503808,42,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503807,54,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503806,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503805,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,8,1,0,1,4,0
O1503763,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503722,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503689,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503561,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503540,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,8,1,0,1,4,0
O1503539,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503538,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503537,47,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503536,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503535,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503534,35,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503533,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503530,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503528,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503527,27,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503526,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503525,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503523,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503522,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503521,34,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503520,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503519,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503518,34,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503517,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503516,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,8,1,0,1,4,0
O1503515,33,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503514,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503513,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503512,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503511,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503510,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503509,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503508,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503507,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503506,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503505,39,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503504,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503503,56,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503502,56,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503501,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503500,40,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503499,48,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503498,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503497,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503496,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503495,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503494,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503493,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,7,1,0,1,4,0
O1503492,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503491,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503490,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503489,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503488,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503487,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503486,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503485,53,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503484,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503483,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503482,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503481,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503480,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503479,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503478,48,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503477,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503476,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503475,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503474,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503473,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503472,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503471,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503470,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503469,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503468,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503467,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503466,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503465,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503464,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503463,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503462,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503461,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503460,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503459,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503458,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503457,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503456,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503455,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503454,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503453,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503452,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503451,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503450,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503449,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503448,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503447,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503446,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503445,65,0,0,0,0,7,0,0,10,8,0,0,0,0,0,10,9,1,1,1,3,0
O1503444,109,0,0,0,0,7,0,0,10,8,0,0,0,0,0,10,10,1,1,1,3,0
O1503443,95,0,0,0,0,7,0,0,10,8,0,0,0,0,0,10,9,1,1,1,3,0
O1503441,78,0,0,0,0,7,0,0,10,8,0,0,0,0,0,10,9,1,1,1,3,0
O1503426,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503425,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503424,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503420,54,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503419,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503417,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,5,1,0,1,4,0
O1503416,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503415,43,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503411,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503409,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503408,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503407,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503406,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503404,38,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,12,1,0,1,4,0
O1503403,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503402,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503400,28,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503398,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,9,1,0,1,4,0
O1503397,51,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503395,41,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503394,27,0,22,0,0,7,0,0,10,8,30,0,0,3,0,10,15,1,0,1,4,0
O1503390,37,0,0,0,0,10,0,0,10,8,0,0,0,3,0,10,11,1,0,1,4,0
O1503393,27,0,22,0,0,7,0,0,10,8,30,0,0,3,0,10,15,1,0,1,4,0
